Data;Województwo;Przypadki narastająco
29.06.2020;Śląskie;12602
29.06.2020;Świętokrzyskie;790
29.06.2020;Warmińsko-mazurskie;242
29.06.2020;Wielkopolskie;2643
29.06.2020;Zachodniopomorskie;609
30.06.2020;Dolnośląskie;2919
30.06.2020;Kujawsko-pomorskie;672
30.06.2020;Lubelskie;651
30.06.2020;Lubuskie;151
30.06.2020;Łódzkie;3124
30.06.2020;Małopolskie;1745
30.06.2020;Mazowieckie;5023
30.06.2020;Opolskie;941
30.06.2020;Podkarpackie;649
30.06.2020;Podlaskie;843
30.06.2020;Pomorskie;667
30.06.2020;Śląskie;12686
30.06.2020;Świętokrzyskie;798
30.06.2020;Warmińsko-mazurskie;244
30.06.2020;Wielkopolskie;2669
30.06.2020;Zachodniopomorskie;611
01.07.2020;Dolnośląskie;2924
01.07.2020;Kujawsko-pomorskie;676
01.07.2020;Lubelskie;658
01.07.2020;Lubuskie;151
01.07.2020;Łódzkie;3134
01.07.2020;Małopolskie;1763
01.07.2020;Mazowieckie;5043
01.07.2020;Opolskie;948
01.07.2020;Podkarpackie;669
01.07.2020;Podlaskie;848
01.07.2020;Pomorskie;667
01.07.2020;Śląskie;12855
01.07.2020;Świętokrzyskie;802
01.07.2020;Warmińsko-mazurskie;250
01.07.2020;Wielkopolskie;2776
01.07.2020;Zachodniopomorskie;611
02.07.2020;Dolnośląskie;2930
02.07.2020;Kujawsko-pomorskie;678
02.07.2020;Lubelskie;664
02.07.2020;Lubuskie;151
02.07.2020;Łódzkie;3186
02.07.2020;Małopolskie;1792
02.07.2020;Mazowieckie;5088
02.07.2020;Opolskie;955
02.07.2020;Podkarpackie;682
02.07.2020;Podlaskie;854
02.07.2020;Pomorskie;677
02.07.2020;Śląskie;13003
02.07.2020;Świętokrzyskie;809
02.07.2020;Warmińsko-mazurskie;262
02.07.2020;Wielkopolskie;2804
02.07.2020;Zachodniopomorskie;611
03.07.2020;Dolnośląskie;2933
03.07.2020;Kujawsko-pomorskie;679
03.07.2020;Lubelskie;668
03.07.2020;Lubuskie;151
03.07.2020;Łódzkie;3210
03.07.2020;Małopolskie;1805
03.07.2020;Mazowieckie;5124
03.07.2020;Opolskie;964
03.07.2020;Podkarpackie;694
03.07.2020;Podlaskie;861
03.07.2020;Pomorskie;681
03.07.2020;Śląskie;13083
03.07.2020;Świętokrzyskie;822
03.07.2020;Warmińsko-mazurskie;267
03.07.2020;Wielkopolskie;2850
03.07.2020;Zachodniopomorskie;613
04.07.2020;Dolnośląskie;2936
04.07.2020;Kujawsko-pomorskie;679
04.07.2020;Lubelskie;678
04.07.2020;Lubuskie;151
04.07.2020;Łódzkie;3231
04.07.2020;Małopolskie;1834
04.07.2020;Mazowieckie;5152
04.07.2020;Opolskie;967
04.07.2020;Podkarpackie;734
04.07.2020;Podlaskie;874
04.07.2020;Pomorskie;685
04.07.2020;Śląskie;13176
04.07.2020;Świętokrzyskie;824
04.07.2020;Warmińsko-mazurskie;271
04.07.2020;Wielkopolskie;2907
04.07.2020;Zachodniopomorskie;620
05.07.2020;Dolnośląskie;2936
05.07.2020;Kujawsko-pomorskie;681
05.07.2020;Lubelskie;692
05.07.2020;Lubuskie;151
05.07.2020;Łódzkie;3247
05.07.2020;Małopolskie;1851
05.07.2020;Mazowieckie;5169
05.07.2020;Opolskie;972
05.07.2020;Podkarpackie;761
05.07.2020;Podlaskie;876
05.07.2020;Pomorskie;687
05.07.2020;Śląskie;13263
05.07.2020;Świętokrzyskie;829
05.07.2020;Warmińsko-mazurskie;272
05.07.2020;Wielkopolskie;2942
05.07.2020;Zachodniopomorskie;621
06.07.2020;Dolnośląskie;2941
06.07.2020;Kujawsko-pomorskie;684
06.07.2020;Lubelskie;718
06.07.2020;Lubuskie;152
06.07.2020;Łódzkie;3278
06.07.2020;Małopolskie;1863
06.07.2020;Mazowieckie;5208
06.07.2020;Opolskie;973
06.07.2020;Podkarpackie;774
06.07.2020;Podlaskie;880
06.07.2020;Pomorskie;688
06.07.2020;Śląskie;13312
06.07.2020;Świętokrzyskie;839
06.07.2020;Warmińsko-mazurskie;274
06.07.2020;Wielkopolskie;2950
06.07.2020;Zachodniopomorskie;621
07.07.2020;Dolnośląskie;2950
07.07.2020;Kujawsko-pomorskie;685
07.07.2020;Lubelskie;733
07.07.2020;Lubuskie;152
07.07.2020;Łódzkie;3287
07.07.2020;Małopolskie;1884
07.07.2020;Mazowieckie;5214
07.07.2020;Opolskie;976
07.07.2020;Podkarpackie;791
07.07.2020;Podlaskie;882
07.07.2020;Pomorskie;690
07.07.2020;Śląskie;13403
07.07.2020;Świętokrzyskie;843
07.07.2020;Warmińsko-mazurskie;275
07.07.2020;Wielkopolskie;3025
07.07.2020;Zachodniopomorskie;622
08.07.2020;Dolnośląskie;2952
08.07.2020;Kujawsko-pomorskie;690
08.07.2020;Lubelskie;743
08.07.2020;Lubuskie;152
08.07.2020;Łódzkie;3319
08.07.2020;Małopolskie;1912
08.07.2020;Mazowieckie;5251
08.07.2020;Opolskie;980
08.07.2020;Podkarpackie;818
08.07.2020;Podlaskie;889
08.07.2020;Pomorskie;693
08.07.2020;Śląskie;13499
08.07.2020;Świętokrzyskie;846
08.07.2020;Warmińsko-mazurskie;275
08.07.2020;Wielkopolskie;3048
08.07.2020;Zachodniopomorskie;622
09.07.2020;Dolnośląskie;2957
09.07.2020;Kujawsko-pomorskie;693
09.07.2020;Lubelskie;747
09.07.2020;Lubuskie;155
09.07.2020;Łódzkie;3341
09.07.2020;Małopolskie;1947
09.07.2020;Mazowieckie;5301
09.07.2020;Opolskie;986
09.07.2020;Podkarpackie;825
09.07.2020;Podlaskie;895
09.07.2020;Pomorskie;693
09.07.2020;Śląskie;13583
09.07.2020;Świętokrzyskie;851
09.07.2020;Warmińsko-mazurskie;278
09.07.2020;Wielkopolskie;3076
09.07.2020;Zachodniopomorskie;623
10.07.2020;Dolnośląskie;2970
10.07.2020;Kujawsko-pomorskie;694
10.07.2020;Lubelskie;760
10.07.2020;Lubuskie;180
10.07.2020;Łódzkie;3357
10.07.2020;Małopolskie;1966
10.07.2020;Mazowieckie;5324
10.07.2020;Opolskie;995
10.07.2020;Podkarpackie;841
10.07.2020;Podlaskie;897
10.07.2020;Pomorskie;702
10.07.2020;Śląskie;13671
10.07.2020;Świętokrzyskie;855
10.07.2020;Warmińsko-mazurskie;280
10.07.2020;Wielkopolskie;3093
10.07.2020;Zachodniopomorskie;631
11.07.2020;Dolnośląskie;2972
11.07.2020;Kujawsko-pomorskie;696
11.07.2020;Lubelskie;774
11.07.2020;Lubuskie;186
11.07.2020;Łódzkie;3391
11.07.2020;Małopolskie;2019
11.07.2020;Mazowieckie;5369
11.07.2020;Opolskie;1003
11.07.2020;Podkarpackie;850
11.07.2020;Podlaskie;899
11.07.2020;Pomorskie;706
11.07.2020;Śląskie;13748
11.07.2020;Świętokrzyskie;855
11.07.2020;Warmińsko-mazurskie;282
11.07.2020;Wielkopolskie;3136
11.07.2020;Zachodniopomorskie;635
12.07.2020;Dolnośląskie;2974
12.07.2020;Kujawsko-pomorskie;696
12.07.2020;Lubelskie;814
12.07.2020;Lubuskie;234
12.07.2020;Łódzkie;3420
12.07.2020;Małopolskie;2048
12.07.2020;Mazowieckie;5377
12.07.2020;Opolskie;1009
12.07.2020;Podkarpackie;896
12.07.2020;Podlaskie;902
12.07.2020;Pomorskie;711
12.07.2020;Śląskie;13805
12.07.2020;Świętokrzyskie;858
12.07.2020;Warmińsko-mazurskie;282
12.07.2020;Wielkopolskie;3230
12.07.2020;Zachodniopomorskie;635
13.07.2020;Dolnośląskie;2975
13.07.2020;Kujawsko-pomorskie;696
13.07.2020;Lubelskie;822
13.07.2020;Lubuskie;239
13.07.2020;Łódzkie;3438
13.07.2020;Małopolskie;2086
13.07.2020;Mazowieckie;5449
13.07.2020;Opolskie;1010
13.07.2020;Podkarpackie;958
13.07.2020;Podlaskie;902
13.07.2020;Pomorskie;713
13.07.2020;Śląskie;13870
13.07.2020;Świętokrzyskie;861
13.07.2020;Warmińsko-mazurskie;284
13.07.2020;Wielkopolskie;3250
13.07.2020;Zachodniopomorskie;637
14.07.2020;Dolnośląskie;2983
14.07.2020;Kujawsko-pomorskie;702
14.07.2020;Lubelskie;834
14.07.2020;Lubuskie;245
14.07.2020;Łódzkie;3457
14.07.2020;Małopolskie;2130
14.07.2020;Mazowieckie;5477
14.07.2020;Opolskie;1012
14.07.2020;Podkarpackie;970
14.07.2020;Podlaskie;903
14.07.2020;Pomorskie;715
14.07.2020;Śląskie;13942
14.07.2020;Świętokrzyskie;863
14.07.2020;Warmińsko-mazurskie;284
14.07.2020;Wielkopolskie;3302
14.07.2020;Zachodniopomorskie;638
15.07.2020;Dolnośląskie;2991
15.07.2020;Kujawsko-pomorskie;707
15.07.2020;Lubelskie;845
15.07.2020;Lubuskie;257
15.07.2020;Łódzkie;3488
15.07.2020;Małopolskie;2173
15.07.2020;Mazowieckie;5499
15.07.2020;Opolskie;1015
15.07.2020;Podkarpackie;979
15.07.2020;Podlaskie;904
15.07.2020;Pomorskie;715
15.07.2020;Śląskie;14032
15.07.2020;Świętokrzyskie;866
15.07.2020;Warmińsko-mazurskie;286
15.07.2020;Wielkopolskie;3322
15.07.2020;Zachodniopomorskie;642
16.07.2020;Dolnośląskie;3017
16.07.2020;Kujawsko-pomorskie;713
16.07.2020;Lubelskie;849
16.07.2020;Lubuskie;261
16.07.2020;Łódzkie;3526
16.07.2020;Małopolskie;2233
16.07.2020;Mazowieckie;5536
16.07.2020;Opolskie;1019
16.07.2020;Podkarpackie;1015
16.07.2020;Podlaskie;904
16.07.2020;Pomorskie;718
16.07.2020;Śląskie;14121
16.07.2020;Świętokrzyskie;869
16.07.2020;Warmińsko-mazurskie;286
16.07.2020;Wielkopolskie;3342
16.07.2020;Zachodniopomorskie;645
17.07.2020;Dolnośląskie;3025
17.07.2020;Kujawsko-pomorskie;713
17.07.2020;Lubelskie;860
17.07.2020;Lubuskie;278
17.07.2020;Łódzkie;3556
17.07.2020;Małopolskie;2303
17.07.2020;Mazowieckie;5572
17.07.2020;Opolskie;1023
17.07.2020;Podkarpackie;1033
17.07.2020;Podlaskie;908
17.07.2020;Pomorskie;726
17.07.2020;Śląskie;14207
17.07.2020;Świętokrzyskie;879
17.07.2020;Warmińsko-mazurskie;291
17.07.2020;Wielkopolskie;3388
17.07.2020;Zachodniopomorskie;645
18.07.2020;Dolnośląskie;3042
18.07.2020;Kujawsko-pomorskie;717
18.07.2020;Lubelskie;875
18.07.2020;Lubuskie;284
18.07.2020;Łódzkie;3578
18.07.2020;Małopolskie;2379
18.07.2020;Mazowieckie;5603
18.07.2020;Opolskie;1028
18.07.2020;Podkarpackie;1058
18.07.2020;Podlaskie;911
18.07.2020;Pomorskie;741
18.07.2020;Śląskie;14308
18.07.2020;Świętokrzyskie;879
18.07.2020;Warmińsko-mazurskie;292
18.07.2020;Wielkopolskie;3398
18.07.2020;Zachodniopomorskie;653
19.07.2020;Dolnośląskie;3051
19.07.2020;Kujawsko-pomorskie;720
19.07.2020;Lubelskie;882
19.07.2020;Lubuskie;309
19.07.2020;Łódzkie;3614
19.07.2020;Małopolskie;2494
19.07.2020;Mazowieckie;5650
19.07.2020;Opolskie;1036
19.07.2020;Podkarpackie;1075
19.07.2020;Podlaskie;911
19.07.2020;Pomorskie;745
19.07.2020;Śląskie;14363
19.07.2020;Świętokrzyskie;885
19.07.2020;Warmińsko-mazurskie;294
19.07.2020;Wielkopolskie;3419
19.07.2020;Zachodniopomorskie;656
20.07.2020;Dolnośląskie;3073
20.07.2020;Kujawsko-pomorskie;724
20.07.2020;Lubelskie;882
20.07.2020;Lubuskie;319
20.07.2020;Łódzkie;3630
20.07.2020;Małopolskie;2534
20.07.2020;Mazowieckie;5704
20.07.2020;Opolskie;1040
20.07.2020;Podkarpackie;1097
20.07.2020;Podlaskie;915
20.07.2020;Pomorskie;746
20.07.2020;Śląskie;14418
20.07.2020;Świętokrzyskie;890
20.07.2020;Warmińsko-mazurskie;298
20.07.2020;Wielkopolskie;3453
20.07.2020;Zachodniopomorskie;660
21.07.2020;Dolnośląskie;3076
21.07.2020;Kujawsko-pomorskie;724
21.07.2020;Lubelskie;884
21.07.2020;Lubuskie;328
21.07.2020;Łódzkie;3657
21.07.2020;Małopolskie;2596
21.07.2020;Mazowieckie;5763
21.07.2020;Opolskie;1044
21.07.2020;Podkarpackie;1105
21.07.2020;Podlaskie;917
21.07.2020;Pomorskie;761
21.07.2020;Śląskie;14558
21.07.2020;Świętokrzyskie;919
21.07.2020;Warmińsko-mazurskie;307
21.07.2020;Wielkopolskie;3476
21.07.2020;Zachodniopomorskie;667
22.07.2020;Dolnośląskie;3094
22.07.2020;Kujawsko-pomorskie;726
22.07.2020;Lubelskie;891
22.07.2020;Lubuskie;332
22.07.2020;Łódzkie;3690
22.07.2020;Małopolskie;2646
22.07.2020;Mazowieckie;5809
22.07.2020;Opolskie;1064
22.07.2020;Podkarpackie;1122
22.07.2020;Podlaskie;922
22.07.2020;Pomorskie;774
22.07.2020;Śląskie;14671
22.07.2020;Świętokrzyskie;926
22.07.2020;Warmińsko-mazurskie;324
22.07.2020;Wielkopolskie;3498
22.07.2020;Zachodniopomorskie;673
23.07.2020;Dolnośląskie;3101
23.07.2020;Kujawsko-pomorskie;727
23.07.2020;Lubelskie;892
23.07.2020;Lubuskie;341
23.07.2020;Łódzkie;3723
23.07.2020;Małopolskie;2721
23.07.2020;Mazowieckie;5913
23.07.2020;Opolskie;1085
23.07.2020;Podkarpackie;1142
23.07.2020;Podlaskie;924
23.07.2020;Pomorskie;778
23.07.2020;Śląskie;14781
23.07.2020;Świętokrzyskie;930
23.07.2020;Warmińsko-mazurskie;326
23.07.2020;Wielkopolskie;3513
23.07.2020;Zachodniopomorskie;683
24.07.2020;Dolnośląskie;3130
24.07.2020;Kujawsko-pomorskie;736
24.07.2020;Lubelskie;899
24.07.2020;Lubuskie;350
24.07.2020;Łódzkie;3752
24.07.2020;Małopolskie;2820
24.07.2020;Mazowieckie;5945
24.07.2020;Opolskie;1093
24.07.2020;Podkarpackie;1149
24.07.2020;Podlaskie;929
24.07.2020;Pomorskie;787
24.07.2020;Śląskie;14965
24.07.2020;Świętokrzyskie;938
24.07.2020;Warmińsko-mazurskie;332
24.07.2020;Wielkopolskie;3526
24.07.2020;Zachodniopomorskie;687
25.07.2020;Dolnośląskie;3151
25.07.2020;Kujawsko-pomorskie;739
25.07.2020;Lubelskie;911
25.07.2020;Lubuskie;357
25.07.2020;Łódzkie;3784
25.07.2020;Małopolskie;2962
25.07.2020;Mazowieckie;6007
25.07.2020;Opolskie;1113
25.07.2020;Podkarpackie;1170
25.07.2020;Podlaskie;938
25.07.2020;Pomorskie;810
25.07.2020;Śląskie;15153
25.07.2020;Świętokrzyskie;945
25.07.2020;Warmińsko-mazurskie;334
25.07.2020;Wielkopolskie;3560
25.07.2020;Zachodniopomorskie;688
26.07.2020;Dolnośląskie;3161
26.07.2020;Kujawsko-pomorskie;749
26.07.2020;Lubelskie;924
26.07.2020;Lubuskie;362
26.07.2020;Łódzkie;3806
26.07.2020;Małopolskie;3071
26.07.2020;Mazowieckie;6061
26.07.2020;Opolskie;1129
26.07.2020;Podkarpackie;1182
26.07.2020;Podlaskie;940
26.07.2020;Pomorskie;829
26.07.2020;Śląskie;15286
26.07.2020;Świętokrzyskie;948
26.07.2020;Warmińsko-mazurskie;338
26.07.2020;Wielkopolskie;3584
26.07.2020;Zachodniopomorskie;695
27.07.2020;Dolnośląskie;3170
27.07.2020;Kujawsko-pomorskie;750
27.07.2020;Lubelskie;927
27.07.2020;Lubuskie;366
27.07.2020;Łódzkie;3824
27.07.2020;Małopolskie;3132
27.07.2020;Mazowieckie;6119
27.07.2020;Opolskie;1130
27.07.2020;Podkarpackie;1188
27.07.2020;Podlaskie;947
27.07.2020;Pomorskie;832
27.07.2020;Śląskie;15436
27.07.2020;Świętokrzyskie;950
27.07.2020;Warmińsko-mazurskie;338
27.07.2020;Wielkopolskie;3596
27.07.2020;Zachodniopomorskie;697
28.07.2020;Dolnośląskie;3201
28.07.2020;Kujawsko-pomorskie;754
28.07.2020;Lubelskie;927
28.07.2020;Lubuskie;370
28.07.2020;Łódzkie;3853
28.07.2020;Małopolskie;3223
28.07.2020;Mazowieckie;6181
28.07.2020;Opolskie;1146
28.07.2020;Podkarpackie;1207
28.07.2020;Podlaskie;955
28.07.2020;Pomorskie;847
28.07.2020;Śląskie;15597
28.07.2020;Świętokrzyskie;956
28.07.2020;Warmińsko-mazurskie;343
28.07.2020;Wielkopolskie;3641
28.07.2020;Zachodniopomorskie;703
29.07.2020;Dolnośląskie;3218
29.07.2020;Kujawsko-pomorskie;764
29.07.2020;Lubelskie;945
29.07.2020;Lubuskie;380
29.07.2020;Łódzkie;3883
29.07.2020;Małopolskie;3325
29.07.2020;Mazowieckie;6224
29.07.2020;Opolskie;1151
29.07.2020;Podkarpackie;1230
29.07.2020;Podlaskie;962
29.07.2020;Pomorskie;875
29.07.2020;Śląskie;15780
29.07.2020;Świętokrzyskie;961
29.07.2020;Warmińsko-mazurskie;348
29.07.2020;Wielkopolskie;3655
29.07.2020;Zachodniopomorskie;715
30.07.2020;Dolnośląskie;3223
30.07.2020;Kujawsko-pomorskie;773
30.07.2020;Lubelskie;956
30.07.2020;Lubuskie;390
30.07.2020;Łódzkie;3950
30.07.2020;Małopolskie;3458
30.07.2020;Mazowieckie;6319
30.07.2020;Opolskie;1168
30.07.2020;Podkarpackie;1275
30.07.2020;Podlaskie;969
30.07.2020;Pomorskie;887
30.07.2020;Śląskie;15940
30.07.2020;Świętokrzyskie;966
30.07.2020;Warmińsko-mazurskie;353
30.07.2020;Wielkopolskie;3682
30.07.2020;Zachodniopomorskie;722
31.07.2020;Dolnośląskie;3258
31.07.2020;Kujawsko-pomorskie;790
31.07.2020;Lubelskie;976
31.07.2020;Lubuskie;401
31.07.2020;Łódzkie;3980
31.07.2020;Małopolskie;3535
31.07.2020;Mazowieckie;6423
31.07.2020;Opolskie;1181
31.07.2020;Podkarpackie;1303
31.07.2020;Podlaskie;975
31.07.2020;Pomorskie;902
31.07.2020;Śląskie;16167
31.07.2020;Świętokrzyskie;968
31.07.2020;Warmińsko-mazurskie;362
31.07.2020;Wielkopolskie;3741
31.07.2020;Zachodniopomorskie;726
01.08.2020;Dolnośląskie;3273
01.08.2020;Kujawsko-pomorskie;801
01.08.2020;Lubelskie;994
01.08.2020;Lubuskie;410
01.08.2020;Łódzkie;4022
01.08.2020;Małopolskie;3692
01.08.2020;Mazowieckie;6483
01.08.2020;Opolskie;1188
01.08.2020;Podkarpackie;1329
01.08.2020;Podlaskie;979
01.08.2020;Pomorskie;919
01.08.2020;Śląskie;16381
01.08.2020;Świętokrzyskie;975
01.08.2020;Warmińsko-mazurskie;379
01.08.2020;Wielkopolskie;3780
01.08.2020;Zachodniopomorskie;741
02.08.2020;Dolnośląskie;3289
02.08.2020;Kujawsko-pomorskie;810
02.08.2020;Lubelskie;1001
02.08.2020;Lubuskie;419
02.08.2020;Łódzkie;4035
02.08.2020;Małopolskie;3768
02.08.2020;Mazowieckie;6554
02.08.2020;Opolskie;1204
02.08.2020;Podkarpackie;1352
02.08.2020;Podlaskie;988
02.08.2020;Pomorskie;943
02.08.2020;Śląskie;16572
02.08.2020;Świętokrzyskie;977
02.08.2020;Warmińsko-mazurskie;384
02.08.2020;Wielkopolskie;3852
02.08.2020;Zachodniopomorskie;746
03.08.2020;Dolnośląskie;3306
03.08.2020;Kujawsko-pomorskie;819
03.08.2020;Lubelskie;1014
03.08.2020;Lubuskie;432
03.08.2020;Łódzkie;4055
03.08.2020;Małopolskie;3846
03.08.2020;Mazowieckie;6636
03.08.2020;Opolskie;1207
03.08.2020;Podkarpackie;1394
03.08.2020;Podlaskie;998
03.08.2020;Pomorskie;963
03.08.2020;Śląskie;16718
03.08.2020;Świętokrzyskie;985
03.08.2020;Warmińsko-mazurskie;385
03.08.2020;Wielkopolskie;3950
03.08.2020;Zachodniopomorskie;761
04.08.2020;Dolnośląskie;3353
04.08.2020;Kujawsko-pomorskie;822
04.08.2020;Lubelskie;1022
04.08.2020;Lubuskie;437
04.08.2020;Łódzkie;4094
04.08.2020;Małopolskie;3934
04.08.2020;Mazowieckie;6685
04.08.2020;Opolskie;1214
04.08.2020;Podkarpackie;1435
04.08.2020;Podlaskie;1013
04.08.2020;Pomorskie;980
04.08.2020;Śląskie;16940
04.08.2020;Świętokrzyskie;1011
04.08.2020;Warmińsko-mazurskie;389
04.08.2020;Wielkopolskie;4044
04.08.2020;Zachodniopomorskie;776
05.08.2020;Dolnośląskie;3375
05.08.2020;Kujawsko-pomorskie;827
05.08.2020;Lubelskie;1047
05.08.2020;Lubuskie;450
05.08.2020;Łódzkie;4131
05.08.2020;Małopolskie;4024
05.08.2020;Mazowieckie;6771
05.08.2020;Opolskie;1235
05.08.2020;Podkarpackie;1467
05.08.2020;Podlaskie;1023
05.08.2020;Pomorskie;997
05.08.2020;Śląskie;17092
05.08.2020;Świętokrzyskie;1014
05.08.2020;Warmińsko-mazurskie;402
05.08.2020;Wielkopolskie;4141
05.08.2020;Zachodniopomorskie;793
06.08.2020;Dolnośląskie;3414
06.08.2020;Kujawsko-pomorskie;838
06.08.2020;Lubelskie;1060
06.08.2020;Lubuskie;458
06.08.2020;Łódzkie;4170
06.08.2020;Małopolskie;4142
06.08.2020;Mazowieckie;6878
06.08.2020;Opolskie;1260
06.08.2020;Podkarpackie;1500
06.08.2020;Podlaskie;1040
06.08.2020;Pomorskie;1026
06.08.2020;Śląskie;17229
06.08.2020;Świętokrzyskie;1044
06.08.2020;Warmińsko-mazurskie;414
06.08.2020;Wielkopolskie;4230
06.08.2020;Zachodniopomorskie;812
07.08.2020;Dolnośląskie;3436
07.08.2020;Kujawsko-pomorskie;846
07.08.2020;Lubelskie;1074
07.08.2020;Lubuskie;479
07.08.2020;Łódzkie;4216
07.08.2020;Małopolskie;4286
07.08.2020;Mazowieckie;6982
07.08.2020;Opolskie;1286
07.08.2020;Podkarpackie;1535
07.08.2020;Podlaskie;1041
07.08.2020;Pomorskie;1067
07.08.2020;Śląskie;17488
07.08.2020;Świętokrzyskie;1055
07.08.2020;Warmińsko-mazurskie;431
07.08.2020;Wielkopolskie;4276
07.08.2020;Zachodniopomorskie;826
08.08.2020;Dolnośląskie;3471
08.08.2020;Kujawsko-pomorskie;870
08.08.2020;Lubelskie;1096
08.08.2020;Lubuskie;504
08.08.2020;Łódzkie;4247
08.08.2020;Małopolskie;4410
08.08.2020;Mazowieckie;7113
08.08.2020;Opolskie;1303
08.08.2020;Podkarpackie;1579
08.08.2020;Podlaskie;1053
08.08.2020;Pomorskie;1120
08.08.2020;Śląskie;17696
08.08.2020;Świętokrzyskie;1068
08.08.2020;Warmińsko-mazurskie;460
08.08.2020;Wielkopolskie;4330
08.08.2020;Zachodniopomorskie;847
09.08.2020;Dolnośląskie;3483
09.08.2020;Kujawsko-pomorskie;875
09.08.2020;Lubelskie;1113
09.08.2020;Lubuskie;524
09.08.2020;Łódzkie;4269
09.08.2020;Małopolskie;4518
09.08.2020;Mazowieckie;7194
09.08.2020;Opolskie;1316
09.08.2020;Podkarpackie;1607
09.08.2020;Podlaskie;1063
09.08.2020;Pomorskie;1160
09.08.2020;Śląskie;17845
09.08.2020;Świętokrzyskie;1079
09.08.2020;Warmińsko-mazurskie;490
09.08.2020;Wielkopolskie;4393
09.08.2020;Zachodniopomorskie;862
10.08.2020;Dolnośląskie;3501
10.08.2020;Kujawsko-pomorskie;887
10.08.2020;Lubelskie;1130
10.08.2020;Lubuskie;550
10.08.2020;Łódzkie;4300
10.08.2020;Małopolskie;4693
10.08.2020;Mazowieckie;7247
10.08.2020;Opolskie;1323
10.08.2020;Podkarpackie;1644
10.08.2020;Podlaskie;1071
10.08.2020;Pomorskie;1208
10.08.2020;Śląskie;17943
10.08.2020;Świętokrzyskie;1087
10.08.2020;Warmińsko-mazurskie;496
10.08.2020;Wielkopolskie;4457
10.08.2020;Zachodniopomorskie;873
11.08.2020;Dolnośląskie;3528
11.08.2020;Kujawsko-pomorskie;921
11.08.2020;Lubelskie;1138
11.08.2020;Lubuskie;552
11.08.2020;Łódzkie;4351
11.08.2020;Małopolskie;4764
11.08.2020;Mazowieckie;7297
11.08.2020;Opolskie;1343
11.08.2020;Podkarpackie;1660
11.08.2020;Podlaskie;1078
11.08.2020;Pomorskie;1238
11.08.2020;Śląskie;18071
11.08.2020;Świętokrzyskie;1098
11.08.2020;Warmińsko-mazurskie;528
11.08.2020;Wielkopolskie;4495
11.08.2020;Zachodniopomorskie;899
12.08.2020;Dolnośląskie;3559
12.08.2020;Kujawsko-pomorskie;928
12.08.2020;Lubelskie;1177
12.08.2020;Lubuskie;553
12.08.2020;Łódzkie;4394
12.08.2020;Małopolskie;4937
12.08.2020;Mazowieckie;7373
12.08.2020;Opolskie;1351
12.08.2020;Podkarpackie;1682
12.08.2020;Podlaskie;1085
12.08.2020;Pomorskie;1313
12.08.2020;Śląskie;18216
12.08.2020;Świętokrzyskie;1100
12.08.2020;Warmińsko-mazurskie;561
12.08.2020;Wielkopolskie;4534
12.08.2020;Zachodniopomorskie;913
13.08.2020;Dolnośląskie;3582
13.08.2020;Kujawsko-pomorskie;942
13.08.2020;Lubelskie;1223
13.08.2020;Lubuskie;555
13.08.2020;Łódzkie;4433
13.08.2020;Małopolskie;5073
13.08.2020;Mazowieckie;7521
13.08.2020;Opolskie;1366
13.08.2020;Podkarpackie;1728
13.08.2020;Podlaskie;1102
13.08.2020;Pomorskie;1374
13.08.2020;Śląskie;18397
13.08.2020;Świętokrzyskie;1112
13.08.2020;Warmińsko-mazurskie;572
13.08.2020;Wielkopolskie;4588
13.08.2020;Zachodniopomorskie;919
14.08.2020;Dolnośląskie;3603
14.08.2020;Kujawsko-pomorskie;964
14.08.2020;Lubelskie;1246
14.08.2020;Lubuskie;563
14.08.2020;Łódzkie;4487
14.08.2020;Małopolskie;5257
14.08.2020;Mazowieckie;7664
14.08.2020;Opolskie;1397
14.08.2020;Podkarpackie;1767
14.08.2020;Podlaskie;1133
14.08.2020;Pomorskie;1420
14.08.2020;Śląskie;18557
14.08.2020;Świętokrzyskie;1115
14.08.2020;Warmińsko-mazurskie;588
14.08.2020;Wielkopolskie;4631
14.08.2020;Zachodniopomorskie;927
15.08.2020;Dolnośląskie;3660
15.08.2020;Kujawsko-pomorskie;975
15.08.2020;Lubelskie;1262
15.08.2020;Lubuskie;573
15.08.2020;Łódzkie;4529
15.08.2020;Małopolskie;5407
15.08.2020;Mazowieckie;7760
15.08.2020;Opolskie;1404
15.08.2020;Podkarpackie;1803
15.08.2020;Podlaskie;1139
15.08.2020;Pomorskie;1489
15.08.2020;Śląskie;18690
15.08.2020;Świętokrzyskie;1156
15.08.2020;Warmińsko-mazurskie;602
15.08.2020;Wielkopolskie;4693
15.08.2020;Zachodniopomorskie;948
16.08.2020;Dolnośląskie;3671
16.08.2020;Kujawsko-pomorskie;988
16.08.2020;Lubelskie;1262
16.08.2020;Lubuskie;581
16.08.2020;Łódzkie;4599
16.08.2020;Małopolskie;5484
16.08.2020;Mazowieckie;7833
16.08.2020;Opolskie;1418
16.08.2020;Podkarpackie;1841
16.08.2020;Podlaskie;1142
16.08.2020;Pomorskie;1574
16.08.2020;Śląskie;18798
16.08.2020;Świętokrzyskie;1172
16.08.2020;Warmińsko-mazurskie;612
16.08.2020;Wielkopolskie;4743
16.08.2020;Zachodniopomorskie;966
17.08.2020;Dolnośląskie;3688
17.08.2020;Kujawsko-pomorskie;1016
17.08.2020;Lubelskie;1268
17.08.2020;Lubuskie;589
