Data;Wojewodztwo;Liczba ozdrowieńców
12.06.2020;Świętokrzyskie;21
12.06.2020;Warmińsko-Mazurskie;0
12.06.2020;Wielkopolskie;35
12.06.2020;Zachodniopomorskie;3
13.06.2020;Dolnośląskie;33
13.06.2020;Kujawsko-Pomorskie;1
13.06.2020;Lubelskie;4
13.06.2020;Lubuskie;1
13.06.2020;Łódzkie;18
13.06.2020;Małopolskie;6
13.06.2020;Mazowieckie;12
13.06.2020;Opolskie;11
13.06.2020;Podkarpackie;1
13.06.2020;Podlaskie;0
13.06.2020;Pomorskie;3
13.06.2020;Śląskie;0
13.06.2020;Świętokrzyskie;12
13.06.2020;Warmińsko-Mazurskie;0
13.06.2020;Wielkopolskie;16
13.06.2020;Zachodniopomorskie;3
14.06.2020;Dolnośląskie;15
14.06.2020;Kujawsko-Pomorskie;1
14.06.2020;Lubelskie;0
14.06.2020;Lubuskie;1
14.06.2020;Łódzkie;1
14.06.2020;Małopolskie;1
14.06.2020;Mazowieckie;6
14.06.2020;Opolskie;3
14.06.2020;Podkarpackie;0
14.06.2020;Podlaskie;0
14.06.2020;Pomorskie;5
14.06.2020;Śląskie;111
14.06.2020;Świętokrzyskie;3
14.06.2020;Warmińsko-Mazurskie;0
14.06.2020;Wielkopolskie;9
14.06.2020;Zachodniopomorskie;1
15.06.2020;Dolnośląskie;14
15.06.2020;Kujawsko-Pomorskie;3
15.06.2020;Lubelskie;8
15.06.2020;Lubuskie;1
15.06.2020;Łódzkie;4
15.06.2020;Małopolskie;4
15.06.2020;Mazowieckie;25
15.06.2020;Opolskie;11
15.06.2020;Podkarpackie;2
15.06.2020;Podlaskie;7
15.06.2020;Pomorskie;2
15.06.2020;Śląskie;168
15.06.2020;Świętokrzyskie;1
15.06.2020;Warmińsko-Mazurskie;0
15.06.2020;Wielkopolskie;24
15.06.2020;Zachodniopomorskie;0
16.06.2020;Dolnośląskie;0
16.06.2020;Kujawsko-Pomorskie;8
16.06.2020;Lubelskie;0
16.06.2020;Lubuskie;1
16.06.2020;Łódzkie;12
16.06.2020;Małopolskie;13
16.06.2020;Mazowieckie;23
16.06.2020;Opolskie;10
16.06.2020;Podkarpackie;0
16.06.2020;Podlaskie;3
16.06.2020;Pomorskie;6
16.06.2020;Śląskie;155
16.06.2020;Świętokrzyskie;18
16.06.2020;Warmińsko-Mazurskie;0
16.06.2020;Wielkopolskie;16
16.06.2020;Zachodniopomorskie;5
17.06.2020;Dolnośląskie;37
17.06.2020;Kujawsko-Pomorskie;1
17.06.2020;Lubelskie;3
17.06.2020;Lubuskie;1
17.06.2020;Łódzkie;17
17.06.2020;Małopolskie;11
17.06.2020;Mazowieckie;30
17.06.2020;Opolskie;0
17.06.2020;Podkarpackie;0
17.06.2020;Podlaskie;0
17.06.2020;Pomorskie;8
17.06.2020;Śląskie;222
17.06.2020;Świętokrzyskie;1
17.06.2020;Warmińsko-Mazurskie;0
17.06.2020;Wielkopolskie;47
17.06.2020;Zachodniopomorskie;13
18.06.2020;Dolnośląskie;27
18.06.2020;Kujawsko-Pomorskie;3
18.06.2020;Lubelskie;2
18.06.2020;Lubuskie;1
18.06.2020;Łódzkie;8
18.06.2020;Małopolskie;10
18.06.2020;Mazowieckie;37
18.06.2020;Opolskie;8
18.06.2020;Podkarpackie;0
18.06.2020;Podlaskie;11
18.06.2020;Pomorskie;6
18.06.2020;Śląskie;250
18.06.2020;Świętokrzyskie;2
18.06.2020;Warmińsko-Mazurskie;1
18.06.2020;Wielkopolskie;11
18.06.2020;Zachodniopomorskie;3
19.06.2020;Dolnośląskie;56
19.06.2020;Kujawsko-Pomorskie;2
19.06.2020;Lubelskie;6
19.06.2020;Lubuskie;3
19.06.2020;Łódzkie;9
19.06.2020;Małopolskie;17
19.06.2020;Mazowieckie;39
19.06.2020;Opolskie;41
19.06.2020;Podkarpackie;0
19.06.2020;Podlaskie;0
19.06.2020;Pomorskie;4
19.06.2020;Śląskie;300
19.06.2020;Świętokrzyskie;4
19.06.2020;Warmińsko-Mazurskie;0
19.06.2020;Wielkopolskie;23
19.06.2020;Zachodniopomorskie;2
20.06.2020;Dolnośląskie;30
20.06.2020;Kujawsko-Pomorskie;1
20.06.2020;Lubelskie;2
20.06.2020;Lubuskie;1
20.06.2020;Łódzkie;5
20.06.2020;Małopolskie;10
20.06.2020;Mazowieckie;19
20.06.2020;Opolskie;2
20.06.2020;Podkarpackie;4
20.06.2020;Podlaskie;0
20.06.2020;Pomorskie;1
20.06.2020;Śląskie;349
20.06.2020;Świętokrzyskie;3
20.06.2020;Warmińsko-Mazurskie;0
20.06.2020;Wielkopolskie;48
20.06.2020;Zachodniopomorskie;4
21.06.2020;Dolnośląskie;0
21.06.2020;Kujawsko-Pomorskie;0
21.06.2020;Lubelskie;1
21.06.2020;Lubuskie;0
21.06.2020;Łódzkie;4
21.06.2020;Małopolskie;5
21.06.2020;Mazowieckie;24
21.06.2020;Opolskie;5
21.06.2020;Podkarpackie;1
21.06.2020;Podlaskie;0
21.06.2020;Pomorskie;1
21.06.2020;Śląskie;300
21.06.2020;Świętokrzyskie;0
21.06.2020;Warmińsko-Mazurskie;0
21.06.2020;Wielkopolskie;56
21.06.2020;Zachodniopomorskie;0
22.06.2020;Dolnośląskie;6
22.06.2020;Kujawsko-Pomorskie;0
22.06.2020;Lubelskie;6
22.06.2020;Lubuskie;2
22.06.2020;Łódzkie;0
22.06.2020;Małopolskie;9
22.06.2020;Mazowieckie;14
22.06.2020;Opolskie;13
22.06.2020;Podkarpackie;0
22.06.2020;Podlaskie;0
22.06.2020;Pomorskie;10
22.06.2020;Śląskie;400
22.06.2020;Świętokrzyskie;2
22.06.2020;Warmińsko-Mazurskie;3
22.06.2020;Wielkopolskie;31
22.06.2020;Zachodniopomorskie;1
23.06.2020;Dolnośląskie;45
23.06.2020;Kujawsko-Pomorskie;3
23.06.2020;Lubelskie;2
23.06.2020;Lubuskie;0
23.06.2020;Łódzkie;19
23.06.2020;Małopolskie;9
23.06.2020;Mazowieckie;23
23.06.2020;Opolskie;15
23.06.2020;Podkarpackie;2
23.06.2020;Podlaskie;17
23.06.2020;Pomorskie;0
23.06.2020;Śląskie;334
23.06.2020;Świętokrzyskie;37
23.06.2020;Warmińsko-Mazurskie;0
23.06.2020;Wielkopolskie;50
23.06.2020;Zachodniopomorskie;3
24.06.2020;Dolnośląskie;36
24.06.2020;Kujawsko-Pomorskie;0
24.06.2020;Lubelskie;0
24.06.2020;Lubuskie;3
24.06.2020;Łódzkie;11
24.06.2020;Małopolskie;12
24.06.2020;Mazowieckie;24
24.06.2020;Opolskie;10
24.06.2020;Podkarpackie;0
24.06.2020;Podlaskie;0
24.06.2020;Pomorskie;1
24.06.2020;Śląskie;389
24.06.2020;Świętokrzyskie;11
24.06.2020;Warmińsko-Mazurskie;3
24.06.2020;Wielkopolskie;11
24.06.2020;Zachodniopomorskie;7
25.06.2020;Dolnośląskie;4
25.06.2020;Kujawsko-Pomorskie;1
25.06.2020;Lubelskie;1
25.06.2020;Lubuskie;2
25.06.2020;Łódzkie;35
25.06.2020;Małopolskie;17
25.06.2020;Mazowieckie;25
25.06.2020;Opolskie;7
25.06.2020;Podkarpackie;6
25.06.2020;Podlaskie;3
25.06.2020;Pomorskie;2
25.06.2020;Śląskie;402
25.06.2020;Świętokrzyskie;18
25.06.2020;Warmińsko-Mazurskie;1
25.06.2020;Wielkopolskie;37
25.06.2020;Zachodniopomorskie;3
26.06.2020;Dolnośląskie;23
26.06.2020;Kujawsko-Pomorskie;1
26.06.2020;Lubelskie;3
26.06.2020;Lubuskie;4
26.06.2020;Łódzkie;30
26.06.2020;Małopolskie;13
26.06.2020;Mazowieckie;36
26.06.2020;Opolskie;12
26.06.2020;Podkarpackie;5
26.06.2020;Podlaskie;9
26.06.2020;Pomorskie;3
26.06.2020;Śląskie;412
26.06.2020;Świętokrzyskie;3
26.06.2020;Warmińsko-Mazurskie;0
26.06.2020;Wielkopolskie;19
26.06.2020;Zachodniopomorskie;3
27.06.2020;Dolnośląskie;26
27.06.2020;Kujawsko-Pomorskie;0
27.06.2020;Lubelskie;4
27.06.2020;Lubuskie;0
27.06.2020;Łódzkie;30
27.06.2020;Małopolskie;26
27.06.2020;Mazowieckie;40
27.06.2020;Opolskie;11
27.06.2020;Podkarpackie;1
27.06.2020;Podlaskie;6
27.06.2020;Pomorskie;2
27.06.2020;Śląskie;407
27.06.2020;Świętokrzyskie;10
27.06.2020;Warmińsko-Mazurskie;0
27.06.2020;Wielkopolskie;20
27.06.2020;Zachodniopomorskie;5
28.06.2020;Dolnośląskie;3
28.06.2020;Kujawsko-Pomorskie;0
28.06.2020;Lubelskie;5
28.06.2020;Lubuskie;0
28.06.2020;Łódzkie;38
28.06.2020;Małopolskie;0
28.06.2020;Mazowieckie;15
28.06.2020;Opolskie;0
28.06.2020;Podkarpackie;4
28.06.2020;Podlaskie;0
28.06.2020;Pomorskie;1
28.06.2020;Śląskie;248
28.06.2020;Świętokrzyskie;0
28.06.2020;Warmińsko-Mazurskie;0
28.06.2020;Wielkopolskie;14
28.06.2020;Zachodniopomorskie;3
29.06.2020;Dolnośląskie;1
29.06.2020;Kujawsko-Pomorskie;1
29.06.2020;Lubelskie;10
29.06.2020;Lubuskie;2
29.06.2020;Łódzkie;49
29.06.2020;Małopolskie;9
29.06.2020;Mazowieckie;29
29.06.2020;Opolskie;7
29.06.2020;Podkarpackie;10
29.06.2020;Podlaskie;0
29.06.2020;Pomorskie;0
29.06.2020;Śląskie;220
29.06.2020;Świętokrzyskie;15
29.06.2020;Warmińsko-Mazurskie;0
29.06.2020;Wielkopolskie;27
29.06.2020;Zachodniopomorskie;1
30.06.2020;Dolnośląskie;58
30.06.2020;Kujawsko-Pomorskie;1
30.06.2020;Lubelskie;2
30.06.2020;Lubuskie;1
30.06.2020;Łódzkie;18
30.06.2020;Małopolskie;32
30.06.2020;Mazowieckie;30
30.06.2020;Opolskie;8
30.06.2020;Podkarpackie;4
30.06.2020;Podlaskie;1
30.06.2020;Pomorskie;5
30.06.2020;Śląskie;313
30.06.2020;Świętokrzyskie;18
30.06.2020;Warmińsko-Mazurskie;1
30.06.2020;Wielkopolskie;18
30.06.2020;Zachodniopomorskie;3
01.07.2020;Dolnośląskie;22
01.07.2020;Kujawsko-Pomorskie;1
01.07.2020;Lubelskie;4
01.07.2020;Lubuskie;0
01.07.2020;Łódzkie;87
01.07.2020;Małopolskie;7
01.07.2020;Mazowieckie;45
01.07.2020;Opolskie;10
01.07.2020;Podkarpackie;11
01.07.2020;Podlaskie;7
01.07.2020;Pomorskie;2
01.07.2020;Śląskie;141
01.07.2020;Świętokrzyskie;25
01.07.2020;Warmińsko-Mazurskie;0
01.07.2020;Wielkopolskie;53
01.07.2020;Zachodniopomorskie;2
02.07.2020;Dolnośląskie;22
02.07.2020;Kujawsko-Pomorskie;1
02.07.2020;Lubelskie;10
02.07.2020;Lubuskie;1
02.07.2020;Łódzkie;49
02.07.2020;Małopolskie;9
02.07.2020;Mazowieckie;76
02.07.2020;Opolskie;19
02.07.2020;Podkarpackie;10
02.07.2020;Podlaskie;7
02.07.2020;Pomorskie;2
02.07.2020;Śląskie;214
02.07.2020;Świętokrzyskie;9
02.07.2020;Warmińsko-Mazurskie;1
02.07.2020;Wielkopolskie;9
02.07.2020;Zachodniopomorskie;3
03.07.2020;Dolnośląskie;12
03.07.2020;Kujawsko-Pomorskie;2
03.07.2020;Lubelskie;3
03.07.2020;Lubuskie;1
03.07.2020;Łódzkie;85
03.07.2020;Małopolskie;19
03.07.2020;Mazowieckie;43
03.07.2020;Opolskie;12
03.07.2020;Podkarpackie;9
03.07.2020;Podlaskie;33
03.07.2020;Pomorskie;2
03.07.2020;Śląskie;231
03.07.2020;Świętokrzyskie;17
03.07.2020;Warmińsko-Mazurskie;0
03.07.2020;Wielkopolskie;5
03.07.2020;Zachodniopomorskie;3
04.07.2020;Dolnośląskie;11
04.07.2020;Kujawsko-Pomorskie;0
04.07.2020;Lubelskie;4
04.07.2020;Lubuskie;0
04.07.2020;Łódzkie;143
04.07.2020;Małopolskie;18
04.07.2020;Mazowieckie;31
04.07.2020;Opolskie;3
04.07.2020;Podkarpackie;1
04.07.2020;Podlaskie;19
04.07.2020;Pomorskie;3
04.07.2020;Śląskie;336
04.07.2020;Świętokrzyskie;26
04.07.2020;Warmińsko-Mazurskie;1
04.07.2020;Wielkopolskie;19
04.07.2020;Zachodniopomorskie;4
05.07.2020;Dolnośląskie;1
05.07.2020;Kujawsko-Pomorskie;2
05.07.2020;Lubelskie;3
05.07.2020;Lubuskie;0
05.07.2020;Łódzkie;12
05.07.2020;Małopolskie;3
05.07.2020;Mazowieckie;7
05.07.2020;Opolskie;7
05.07.2020;Podkarpackie;4
05.07.2020;Podlaskie;0
05.07.2020;Pomorskie;11
05.07.2020;Śląskie;143
05.07.2020;Świętokrzyskie;15
05.07.2020;Warmińsko-Mazurskie;0
05.07.2020;Wielkopolskie;12
05.07.2020;Zachodniopomorskie;0
06.07.2020;Dolnośląskie;0
06.07.2020;Kujawsko-Pomorskie;2
06.07.2020;Lubelskie;2
06.07.2020;Lubuskie;4
06.07.2020;Łódzkie;10
06.07.2020;Małopolskie;13
06.07.2020;Mazowieckie;53
06.07.2020;Opolskie;23
06.07.2020;Podkarpackie;14
06.07.2020;Podlaskie;0
06.07.2020;Pomorskie;4
06.07.2020;Śląskie;158
06.07.2020;Świętokrzyskie;5
06.07.2020;Warmińsko-Mazurskie;0
06.07.2020;Wielkopolskie;28
06.07.2020;Zachodniopomorskie;1
07.07.2020;Dolnośląskie;14
07.07.2020;Kujawsko-Pomorskie;4
07.07.2020;Lubelskie;9
07.07.2020;Lubuskie;1
07.07.2020;Łódzkie;86
07.07.2020;Małopolskie;17
07.07.2020;Mazowieckie;91
07.07.2020;Opolskie;5
07.07.2020;Podkarpackie;9
07.07.2020;Podlaskie;30
07.07.2020;Pomorskie;6
07.07.2020;Śląskie;259
07.07.2020;Świętokrzyskie;21
07.07.2020;Warmińsko-Mazurskie;3
07.07.2020;Wielkopolskie;37
07.07.2020;Zachodniopomorskie;3
08.07.2020;Dolnośląskie;15
08.07.2020;Kujawsko-Pomorskie;0
08.07.2020;Lubelskie;5
08.07.2020;Lubuskie;2
08.07.2020;Łódzkie;104
08.07.2020;Małopolskie;9
08.07.2020;Mazowieckie;60
08.07.2020;Opolskie;5
08.07.2020;Podkarpackie;3
08.07.2020;Podlaskie;52
08.07.2020;Pomorskie;1
08.07.2020;Śląskie;290
08.07.2020;Świętokrzyskie;13
08.07.2020;Warmińsko-Mazurskie;1
08.07.2020;Wielkopolskie;37
08.07.2020;Zachodniopomorskie;2
09.07.2020;Dolnośląskie;9
09.07.2020;Kujawsko-Pomorskie;4
09.07.2020;Lubelskie;9
09.07.2020;Lubuskie;3
09.07.2020;Łódzkie;100
09.07.2020;Małopolskie;8
09.07.2020;Mazowieckie;77
09.07.2020;Opolskie;6
09.07.2020;Podkarpackie;6
09.07.2020;Podlaskie;23
09.07.2020;Pomorskie;5
09.07.2020;Śląskie;287
09.07.2020;Świętokrzyskie;10
09.07.2020;Warmińsko-Mazurskie;6
09.07.2020;Wielkopolskie;16
09.07.2020;Zachodniopomorskie;2
10.07.2020;Dolnośląskie;8
10.07.2020;Kujawsko-Pomorskie;8
10.07.2020;Lubelskie;13
10.07.2020;Lubuskie;1
10.07.2020;Łódzkie;122
10.07.2020;Małopolskie;25
10.07.2020;Mazowieckie;73
10.07.2020;Opolskie;20
10.07.2020;Podkarpackie;11
10.07.2020;Podlaskie;6
10.07.2020;Pomorskie;7
10.07.2020;Śląskie;257
10.07.2020;Świętokrzyskie;14
10.07.2020;Warmińsko-Mazurskie;4
10.07.2020;Wielkopolskie;16
10.07.2020;Zachodniopomorskie;1
11.07.2020;Dolnośląskie;1
11.07.2020;Kujawsko-Pomorskie;0
11.07.2020;Lubelskie;4
11.07.2020;Lubuskie;2
11.07.2020;Łódzkie;39
11.07.2020;Małopolskie;5
11.07.2020;Mazowieckie;48
11.07.2020;Opolskie;8
11.07.2020;Podkarpackie;8
11.07.2020;Podlaskie;21
11.07.2020;Pomorskie;4
11.07.2020;Śląskie;350
11.07.2020;Świętokrzyskie;5
11.07.2020;Warmińsko-Mazurskie;1
11.07.2020;Wielkopolskie;17
11.07.2020;Zachodniopomorskie;1
12.07.2020;Dolnośląskie;2
12.07.2020;Kujawsko-Pomorskie;0
12.07.2020;Lubelskie;10
12.07.2020;Lubuskie;1
12.07.2020;Łódzkie;91
12.07.2020;Mazowieckie;18
12.07.2020;Opolskie;2
12.07.2020;Podkarpackie;12
12.07.2020;Podlaskie;0
12.07.2020;Pomorskie;5
12.07.2020;Śląskie;216
12.07.2020;Świętokrzyskie;2
12.07.2020;Warmińsko-Mazurskie;8
12.07.2020;Wielkopolskie;7
12.07.2020;Zachodniopomorskie;1
13.07.2020;Dolnośląskie;4
13.07.2020;Kujawsko-Pomorskie;2
13.07.2020;Lubelskie;9
13.07.2020;Lubuskie;0
13.07.2020;Łódzkie;12
13.07.2020;Małopolskie;17
13.07.2020;Mazowieckie;56
13.07.2020;Opolskie;18
13.07.2020;Podkarpackie;15
13.07.2020;Podlaskie;12
13.07.2020;Pomorskie;12
13.07.2020;Śląskie;39
13.07.2020;Świętokrzyskie;5
13.07.2020;Warmińsko-Mazurskie;0
13.07.2020;Wielkopolskie;38
13.07.2020;Zachodniopomorskie;2
14.07.2020;Dolnośląskie;16
14.07.2020;Kujawsko-Pomorskie;2
14.07.2020;Lubelskie;4
14.07.2020;Lubuskie;5
14.07.2020;Łódzkie;89
14.07.2020;Małopolskie;24
14.07.2020;Mazowieckie;52
14.07.2020;Opolskie;13
14.07.2020;Podkarpackie;6
14.07.2020;Podlaskie;40
14.07.2020;Pomorskie;2
14.07.2020;Śląskie;457
14.07.2020;Świętokrzyskie;13
14.07.2020;Warmińsko-Mazurskie;1
14.07.2020;Wielkopolskie;11
14.07.2020;Zachodniopomorskie;1
15.07.2020;Dolnośląskie;20
15.07.2020;Kujawsko-Pomorskie;6
15.07.2020;Lubelskie;1
15.07.2020;Lubuskie;1
15.07.2020;Łódzkie;96
15.07.2020;Małopolskie;12
15.07.2020;Mazowieckie;47
15.07.2020;Opolskie;16
15.07.2020;Podkarpackie;14
15.07.2020;Podlaskie;16
15.07.2020;Pomorskie;11
15.07.2020;Śląskie;159
15.07.2020;Świętokrzyskie;22
15.07.2020;Warmińsko-Mazurskie;1
15.07.2020;Wielkopolskie;7
15.07.2020;Zachodniopomorskie;7
16.07.2020;Dolnośląskie;3
16.07.2020;Kujawsko-Pomorskie;6
16.07.2020;Lubelskie;5
16.07.2020;Lubuskie;1
16.07.2020;Łódzkie;111
16.07.2020;Małopolskie;16
16.07.2020;Mazowieckie;85
16.07.2020;Opolskie;14
16.07.2020;Podkarpackie;20
16.07.2020;Podlaskie;29
16.07.2020;Pomorskie;3
16.07.2020;Śląskie;243
16.07.2020;Świętokrzyskie;10
16.07.2020;Warmińsko-Mazurskie;10
16.07.2020;Wielkopolskie;16
16.07.2020;Zachodniopomorskie;5
17.07.2020;Dolnośląskie;5
17.07.2020;Kujawsko-Pomorskie;3
17.07.2020;Lubelskie;3
17.07.2020;Lubuskie;2
17.07.2020;Łódzkie;78
17.07.2020;Małopolskie;20
17.07.2020;Mazowieckie;54
17.07.2020;Opolskie;10
17.07.2020;Podkarpackie;10
17.07.2020;Podlaskie;7
17.07.2020;Pomorskie;3
17.07.2020;Śląskie;201
17.07.2020;Świętokrzyskie;9
17.07.2020;Warmińsko-Mazurskie;8
17.07.2020;Wielkopolskie;4
17.07.2020;Zachodniopomorskie;2
18.07.2020;Dolnośląskie;2
18.07.2020;Kujawsko-Pomorskie;0
18.07.2020;Lubelskie;7
18.07.2020;Lubuskie;0
18.07.2020;Łódzkie;24
18.07.2020;Małopolskie;11
18.07.2020;Mazowieckie;38
18.07.2020;Opolskie;5
18.07.2020;Podkarpackie;21
18.07.2020;Podlaskie;8
18.07.2020;Pomorskie;7
18.07.2020;Śląskie;224
18.07.2020;Świętokrzyskie;0
18.07.2020;Warmińsko-Mazurskie;8
18.07.2020;Wielkopolskie;13
18.07.2020;Zachodniopomorskie;0
19.07.2020;Dolnośląskie;0
19.07.2020;Kujawsko-Pomorskie;2
19.07.2020;Lubelskie;4
19.07.2020;Lubuskie;1
19.07.2020;Łódzkie;6
19.07.2020;Małopolskie;15
19.07.2020;Mazowieckie;18
19.07.2020;Opolskie;1
19.07.2020;Podkarpackie;21
19.07.2020;Podlaskie;0
19.07.2020;Pomorskie;1
19.07.2020;Śląskie;155
19.07.2020;Świętokrzyskie;4
19.07.2020;Warmińsko-Mazurskie;1
19.07.2020;Wielkopolskie;13
19.07.2020;Zachodniopomorskie;5
20.07.2020;Dolnośląskie;0
20.07.2020;Kujawsko-Pomorskie;6
20.07.2020;Lubelskie;5
20.07.2020;Lubuskie;1
20.07.2020;Łódzkie;53
20.07.2020;Małopolskie;37
20.07.2020;Mazowieckie;61
20.07.2020;Opolskie;8
20.07.2020;Podkarpackie;19
20.07.2020;Podlaskie;0
20.07.2020;Pomorskie;4
20.07.2020;Śląskie;26
20.07.2020;Świętokrzyskie;4
20.07.2020;Warmińsko-Mazurskie;0
20.07.2020;Wielkopolskie;13
20.07.2020;Zachodniopomorskie;0
21.07.2020;Dolnośląskie;10
21.07.2020;Kujawsko-Pomorskie;3
21.07.2020;Lubelskie;5
21.07.2020;Lubuskie;1
21.07.2020;Łódzkie;8
21.07.2020;Małopolskie;22
21.07.2020;Mazowieckie;38
21.07.2020;Opolskie;3
21.07.2020;Podkarpackie;21
21.07.2020;Podlaskie;13
21.07.2020;Pomorskie;9
21.07.2020;Śląskie;210
21.07.2020;Świętokrzyskie;6
21.07.2020;Warmińsko-Mazurskie;2
21.07.2020;Wielkopolskie;17
21.07.2020;Zachodniopomorskie;0
22.07.2020;Dolnośląskie;0
22.07.2020;Kujawsko-Pomorskie;8
22.07.2020;Lubelskie;8
22.07.2020;Lubuskie;5
22.07.2020;Łódzkie;47
22.07.2020;Małopolskie;9
22.07.2020;Mazowieckie;51
22.07.2020;Opolskie;9
22.07.2020;Podkarpackie;20
22.07.2020;Podlaskie;6
22.07.2020;Pomorskie;4
22.07.2020;Śląskie;176
22.07.2020;Świętokrzyskie;12
22.07.2020;Warmińsko-Mazurskie;1
22.07.2020;Wielkopolskie;46
22.07.2020;Zachodniopomorskie;0
23.07.2020;Dolnośląskie;1
23.07.2020;Kujawsko-Pomorskie;4
23.07.2020;Lubelskie;14
23.07.2020;Lubuskie;2
23.07.2020;Łódzkie;59
23.07.2020;Małopolskie;6
23.07.2020;Mazowieckie;53
23.07.2020;Opolskie;6
23.07.2020;Podkarpackie;26
23.07.2020;Podlaskie;4
23.07.2020;Pomorskie;4
23.07.2020;Śląskie;252
23.07.2020;Świętokrzyskie;7
23.07.2020;Warmińsko-Mazurskie;6
23.07.2020;Wielkopolskie;9
23.07.2020;Zachodniopomorskie;3
24.07.2020;Dolnośląskie;5
24.07.2020;Kujawsko-Pomorskie;0
24.07.2020;Lubelskie;8
24.07.2020;Lubuskie;3
24.07.2020;Łódzkie;38
24.07.2020;Małopolskie;32
24.07.2020;Mazowieckie;33
24.07.2020;Opolskie;7
24.07.2020;Podkarpackie;14
24.07.2020;Podlaskie;12
24.07.2020;Pomorskie;4
24.07.2020;Śląskie;222
24.07.2020;Świętokrzyskie;6
24.07.2020;Warmińsko-Mazurskie;1
24.07.2020;Wielkopolskie;35
24.07.2020;Zachodniopomorskie;2
25.07.2020;Dolnośląskie;4
25.07.2020;Kujawsko-Pomorskie;0
25.07.2020;Lubelskie;11
25.07.2020;Lubuskie;0
25.07.2020;Łódzkie;43
25.07.2020;Małopolskie;14
25.07.2020;Mazowieckie;29
25.07.2020;Opolskie;2
25.07.2020;Podkarpackie;24
25.07.2020;Podlaskie;15
25.07.2020;Pomorskie;0
25.07.2020;Śląskie;165
25.07.2020;Świętokrzyskie;5
25.07.2020;Warmińsko-Mazurskie;2
25.07.2020;Wielkopolskie;14
25.07.2020;Zachodniopomorskie;6
26.07.2020;Dolnośląskie;1
26.07.2020;Kujawsko-Pomorskie;1
26.07.2020;Lubelskie;7
26.07.2020;Lubuskie;0
26.07.2020;Łódzkie;26
26.07.2020;Małopolskie;1
26.07.2020;Mazowieckie;6
26.07.2020;Opolskie;2
26.07.2020;Podkarpackie;18
26.07.2020;Podlaskie;0
26.07.2020;Pomorskie;4
26.07.2020;Śląskie;12
26.07.2020;Świętokrzyskie;0
26.07.2020;Warmińsko-Mazurskie;2
26.07.2020;Wielkopolskie;23
26.07.2020;Zachodniopomorskie;1
27.07.2020;Dolnośląskie;0
27.07.2020;Kujawsko-Pomorskie;11
27.07.2020;Lubelskie;14
27.07.2020;Lubuskie;1
27.07.2020;Łódzkie;33
27.07.2020;Małopolskie;5
27.07.2020;Mazowieckie;14
27.07.2020;Opolskie;8
27.07.2020;Podkarpackie;19
27.07.2020;Podlaskie;0
27.07.2020;Pomorskie;4
27.07.2020;Śląskie;50
27.07.2020;Świętokrzyskie;3
27.07.2020;Warmińsko-Mazurskie;3
27.07.2020;Wielkopolskie;23
27.07.2020;Zachodniopomorskie;6
28.07.2020;Dolnośląskie;4
28.07.2020;Kujawsko-Pomorskie;4
28.07.2020;Lubelskie;4
28.07.2020;Lubuskie;2
28.07.2020;Łódzkie;20
28.07.2020;Małopolskie;16
28.07.2020;Mazowieckie;31
28.07.2020;Opolskie;3
28.07.2020;Podkarpackie;15
28.07.2020;Podlaskie;19
28.07.2020;Pomorskie;6
28.07.2020;Śląskie;92
28.07.2020;Świętokrzyskie;12
28.07.2020;Warmińsko-Mazurskie;0
28.07.2020;Wielkopolskie;11
28.07.2020;Zachodniopomorskie;0
29.07.2020;Dolnośląskie;5
29.07.2020;Kujawsko-Pomorskie;7
29.07.2020;Lubelskie;5
29.07.2020;Lubuskie;2
29.07.2020;Łódzkie;41
29.07.2020;Małopolskie;45
29.07.2020;Mazowieckie;10
29.07.2020;Opolskie;10
29.07.2020;Podkarpackie;10
29.07.2020;Podlaskie;0
29.07.2020;Pomorskie;7
29.07.2020;Śląskie;183
29.07.2020;Świętokrzyskie;0
29.07.2020;Warmińsko-Mazurskie;7
29.07.2020;Wielkopolskie;26
29.07.2020;Zachodniopomorskie;3
30.07.2020;Dolnośląskie;5
30.07.2020;Kujawsko-Pomorskie;4
30.07.2020;Lubelskie;9
30.07.2020;Lubuskie;5
30.07.2020;Łódzkie;24
30.07.2020;Małopolskie;10
30.07.2020;Mazowieckie;37
30.07.2020;Opolskie;1
30.07.2020;Podkarpackie;15
30.07.2020;Podlaskie;8
30.07.2020;Pomorskie;8
30.07.2020;Śląskie;165
30.07.2020;Świętokrzyskie;12
30.07.2020;Warmińsko-Mazurskie;1
30.07.2020;Wielkopolskie;37
30.07.2020;Zachodniopomorskie;3
31.07.2020;Dolnośląskie;8
31.07.2020;Kujawsko-Pomorskie;2
31.07.2020;Lubelskie;17
31.07.2020;Lubuskie;7
31.07.2020;Łódzkie;30
31.07.2020;Małopolskie;14
31.07.2020;Mazowieckie;35
31.07.2020;Opolskie;11
31.07.2020;Podkarpackie;11
31.07.2020;Podlaskie;13
31.07.2020;Pomorskie;5
31.07.2020;Śląskie;194
31.07.2020;Świętokrzyskie;10
31.07.2020;Warmińsko-Mazurskie;3
31.07.2020;Wielkopolskie;25
31.07.2020;Zachodniopomorskie;2
01.08.2020;Dolnośląskie;6
01.08.2020;Kujawsko-Pomorskie;0
01.08.2020;Lubelskie;2
01.08.2020;Lubuskie;10
01.08.2020;Łódzkie;24
01.08.2020;Małopolskie;17
01.08.2020;Mazowieckie;18
01.08.2020;Opolskie;9
